type,volatile acidity,chlorides,density,alcohol,quality
white,0.19,0.04,0.99026,11.2,5
white,0.25,0.051,0.9906,11.1,6
white,0.22,0.042,0.99293,10.8,6
white,0.19,0.045,0.99658,9.3,6
white,0.39,0.057,0.99851,8.9,6
white,0.33,0.038,0.9911,12.7,7
white,0.17,0.045,0.9904,12,6
white,0.19,0.04,0.99026,11.2,5
white,0.23,0.039,0.99946,8.8,6
white,0.23,0.039,0.99946,8.8,6
white,0.23,0.039,0.99946,8.8,6
white,0.32,0.038,0.99568,10.4,6
white,0.23,0.039,0.99946,8.8,6
white,0.32,0.038,0.99568,10.4,6
white,0.39,0.027,0.9907,14,6
white,0.23,0.039,0.99946,8.8,6
white,0.25,0.035,0.99018,13.1,6
white,0.29,0.029,0.98994,12.3,6
white,0.4,0.03,0.99075,12.6,6
white,0.39,0.02,0.99212,12,7
white,0.17,0.033,0.99684,9.5,5
white,0.39,0.02,0.99212,12,7
white,0.36,0.019,0.99036,12.7,7
white,0.19,0.042,0.99456,10.5,6
white,0.34,0.023,0.98865,12.9,6
white,0.17,0.033,0.99684,9.5,5
white,0.39,0.02,0.99212,12,7
white,0.36,0.019,0.99036,12.7,7
white,0.3,0.024,0.99222,11.9,6
white,0.68,0.037,0.99022,12,6
white,0.34,0.031,0.99076,12.5,6
white,0.28,0.034,0.99144,12.1,7
white,0.19,0.019,0.98961,12.5,6
white,0.16,0.043,0.9936,9.9,6
white,0.17,0.036,0.99126,10.7,6
white,0.2,0.048,0.99044,12,6
white,0.33,0.042,0.99123,12.2,8
white,0.33,0.036,0.99123,12.4,8
white,0.36,0.038,0.9916,12.4,8
white,0.21,0.039,0.9959,10.3,6
white,0.2,0.048,0.99044,12,6
white,0.41,0.05,0.9931,10.5,5
white,0.15,0.051,0.99422,9.5,6
white,0.2,0.046,0.99194,10.5,4
white,0.24,0.027,0.98926,12.3,6
white,0.16,0.025,0.99306,11.9,6
white,0.12,0.038,0.99164,9.8,5
white,0.24,0.027,0.98926,12.3,6
white,0.1,0.04,0.98988,11.4,7
white,0.21,0.041,0.99268,11,6
white,0.3,0.046,0.99373,10.8,4
white,0.18,0.027,0.98939,12.8,7
white,0.17,0.055,0.99318,11,8
white,0.19,0.035,0.99196,10.2,5
white,0.28,0.026,0.98952,12.5,7
white,0.24,0.037,0.9911,11.6,6
white,0.16,0.025,0.99306,11.9,6
white,0.12,0.038,0.99164,9.8,5
white,0.16,0.036,0.99111,11,5
white,0.21,0.037,0.99321,10.9,6
white,0.22,0.044,0.99326,11,7
white,0.34,0.027,0.99124,12.5,6
white,0.22,0.044,0.99326,11,7
white,0.21,0.032,0.99214,12,7
white,0.31,0.031,0.9897,12.4,7
white,0.34,0.027,0.99124,12.5,6
white,0.42,0.022,0.98915,12.8,7
white,0.22,0.044,0.99326,11,7
white,0.28,0.035,0.99692,9.1,5
white,0.45,0.033,0.991,12.4,7
white,0.29,0.031,0.9913,12.9,7
white,0.21,0.045,0.99234,10.9,6
white,0.25,0.045,0.99402,10.8,5
white,0.21,0.04,0.99678,10.6,5
white,0.33,0.053,0.99458,9,5
white,0.3,0.043,0.99452,12,6
white,0.24,0.041,0.99033,11.8,5
white,0.18,0.041,0.9927,10.6,6
white,0.335,0.033,0.99002,12.3,6
white,0.14,0.104,0.99057,11.5,6
white,0.13,0.044,0.99127,11.1,5
white,0.33,0.053,0.99458,9,5
white,0.29,0.142,0.9927,9.9,4
white,0.35,0.036,0.98938,12.8,7
white,0.38,0.102,0.99001,12.9,5
white,0.24,0.034,0.99386,12.9,6
white,0.16,0.037,0.9899,12,6
white,0.3,0.043,0.99452,12,6
white,0.15,0.045,0.9913,11.2,6
white,0.33,0.041,0.98916,13.3,7
white,0.2,0.046,0.99276,9.9,6
white,0.27,0.055,0.99586,9.5,6
white,0.27,0.054,0.99556,9.4,6
white,0.2,0.047,0.99158,11,7
white,0.13,0.056,0.99548,9.4,6
white,0.21,0.038,0.99206,11.5,6
white,0.31,0.038,0.99412,12.5,5
white,0.2,0.035,0.99364,11.9,6
white,0.25,0.054,0.99338,10.4,6
white,0.15,0.045,0.9913,11.2,6
white,0.22,0.035,0.99123,12.5,6
white,0.23,0.039,0.99216,11,7
white,0.27,0.059,0.99328,9.8,5
white,0.34,0.034,0.99031,12.3,7
white,0.16,0.036,0.9908,11,6
white,0.3,0.036,0.98871,12.6,7
white,0.29,0.036,0.99119,11.6,6
white,0.34,0.034,0.99031,12.3,7
white,0.21,0.02,0.99146,13.4,7
white,0.27,0.059,0.99328,9.8,5
white,0.22,0.034,0.99245,11.5,6
white,0.27,0.037,0.99116,11.6,6
white,0.25,0.039,0.9921,11.1,7
white,0.23,0.039,0.99216,11,7
white,0.13,0.043,0.99162,11.3,6
white,0.24,0.043,0.99632,9.9,6
white,0.26,0.025,0.99082,12.6,8
white,0.3,0.029,0.9905,11.8,8
white,0.38,0.042,0.99177,11.4,5
white,0.19,0.045,0.9986,9.2,6
white,0.19,0.045,0.9986,9.2,6
white,0.19,0.045,0.9986,9.2,6
white,0.19,0.045,0.9986,9.2,6
white,0.19,0.045,0.9986,9.2,6
white,0.19,0.045,0.9986,9.2,6
white,0.32,0.03,0.98923,13,5
white,0.19,0.047,1.00014,9.3,7
white,0.26,0.03,0.99026,12.6,8
white,0.24,0.035,0.99358,9.6,6
white,0.215,0.041,0.99688,8,3
white,0.24,0.03,0.99407,11.8,6
white,0.23,0.043,0.99226,10.2,6
white,0.33,0.051,0.99097,12.7,6
white,0.38,0.061,0.9976,9.4,5
white,0.15,0.044,0.99166,10.2,5
white,0.32,0.044,0.99184,12,7
white,0.22,0.045,0.99135,11.3,7
white,0.23,0.038,0.99074,11.8,7
white,0.22,0.039,0.99193,10.9,5
white,0.48,0.043,0.99226,9.8,4
white,0.23,0.06,0.99142,12.2,8
white,0.16,0.057,0.99091,11.1,7
white,0.38,0.061,0.9976,9.4,5
white,0.16,0.065,0.99134,11.4,6
white,0.15,0.044,0.99166,10.2,5
white,0.32,0.051,0.98964,12.8,6
white,0.12,0.039,0.99229,10.1,7
white,0.2,0.184,0.99396,9.4,6
white,0.34,0.035,0.99148,12.2,6
white,0.21,0.046,0.9913,10.9,7
white,0.23,0.047,0.99126,10.9,7
white,0.21,0.046,0.9913,10.9,7
white,0.2,0.184,0.99396,9.4,6
white,0.28,0.044,0.99562,9.4,5
white,0.25,0.043,0.99128,11.4,5
white,0.12,0.044,0.98896,12.9,8
white,0.28,0.046,0.99558,9.4,5
white,0.17,0.04,0.98961,12,7
white,0.25,0.043,0.99338,10.1,6
white,0.28,0.046,0.99558,9.4,5
white,0.28,0.044,0.99562,9.4,5
white,0.25,0.047,0.99572,9.2,5
white,0.24,0.039,0.99056,11.8,6
white,0.32,0.029,0.99146,12.3,7
white,0.25,0.043,0.99128,11.4,5
white,0.12,0.044,0.98896,12.9,8
white,0.24,0.032,0.99172,12.3,6
white,0.22,0.032,0.99012,13.5,7
white,0.32,0.033,0.98912,12.8,7
white,0.19,0.022,0.98902,12.8,7
white,0.32,0.033,0.98912,12.8,7
white,0.24,0.037,0.99395,11,3
white,0.35,0.039,0.99539,10.6,6
white,0.46,0.039,0.99129,12.4,7
white,0.3,0.048,0.98956,12.9,7
white,0.19,0.047,0.9916,11.1,7
white,0.24,0.032,0.98889,12.9,7
white,0.145,0.042,0.99012,11.8,7
white,0.435,0.058,0.99833,9.1,6
white,0.18,0.036,0.98853,12.7,7
white,0.18,0.036,0.98942,12,6
white,0.32,0.043,0.99266,11.2,6
white,0.16,0.042,0.98962,12.4,7
white,0.21,0.047,0.99168,10.4,5
white,0.29,0.05,0.9968,10.4,5
white,0.26,0.04,0.98934,12.7,6
white,0.26,0.039,0.98995,12.5,7
white,0.17,0.037,0.991,12,6
white,0.17,0.047,0.99152,11.6,6
white,0.25,0.035,0.99048,12.6,7
white,0.17,0.042,0.99204,10.2,5
white,0.17,0.036,0.99202,10.4,7
white,0.24,0.038,0.9906,11.5,5
white,0.21,0.049,0.99091,11,6
white,0.23,0.048,0.99472,10.1,6
white,0.23,0.046,0.99452,10.5,6
white,0.22,0.059,0.99177,12.1,7
white,0.165,0.047,0.9934,9.9,6
white,0.425,0.034,0.99082,11.4,6
white,0.38,0.048,0.99784,9.5,6
white,0.38,0.048,0.99784,9.5,6
white,0.38,0.048,0.99784,9.5,6
white,0.27,0.046,0.99665,10.9,6
white,0.17,0.05,0.99422,9.5,6
white,0.3,0.048,0.98999,12.6,6
white,0.17,0.05,0.99422,9.5,6
white,0.26,0.059,0.99254,11.1,5
white,0.36,0.048,0.99782,9.5,7
white,0.38,0.048,0.99784,9.5,6
white,0.18,0.058,0.9952,10.6,6
white,0.18,0.057,0.99519,10.6,6
white,0.16,0.055,0.99384,10.8,6
white,0.27,0.046,0.99665,10.9,6
white,0.17,0.047,0.99596,9.9,6
white,0.22,0.06,0.9935,11.3,6
white,0.22,0.034,0.98862,12.6,6
white,0.36,0.034,0.99151,12.5,6
white,0.43,0.032,0.9922,12.4,6
white,0.2,0.038,0.99426,11.8,7
white,0.32,0.026,0.99168,12.2,6
white,0.2,0.048,0.99556,10.7,6
white,0.22,0.033,0.99356,11.3,7
white,0.36,0.034,0.99151,12.5,6
white,0.43,0.032,0.9922,12.4,6
white,0.18,0.033,0.99072,11.3,7
white,0.17,0.047,0.99596,9.9,6
white,0.22,0.06,0.9935,11.3,6
white,0.22,0.034,0.98862,12.6,6
white,0.2,0.033,0.98954,11.5,6
white,0.2,0.033,0.99076,12.3,7
white,0.3,0.032,0.9889,12.2,6
white,0.29,0.033,0.98794,13.2,6
white,0.18,0.041,0.99207,10.2,6
white,0.22,0.039,0.99355,11.5,7
white,0.29,0.033,0.98794,13.2,6
white,0.3,0.032,0.9889,12.2,6
white,0.15,0.051,0.99336,11,6
white,0.28,0.034,0.98882,13.2,7
white,0.19,0.045,0.99341,9.5,5
white,0.22,0.047,0.997,10.2,6
white,0.18,0.041,0.99207,10.2,6
white,0.4,0.05,0.99174,11.4,6
white,0.28,0.03,0.99042,12.5,8
white,0.36,0.046,0.9984,9.2,5
white,0.28,0.04,0.99111,12.1,7
white,0.19,0.045,0.9933,10.7,7
white,0.28,0.04,0.99111,12.1,7
white,0.22,0.046,0.99316,11.2,6
white,0.23,0.044,0.9946,10.6,6
white,0.32,0.037,0.99,11.8,6
white,0.28,0.03,0.99042,12.5,8
white,0.36,0.046,0.9984,9.2,5
white,0.39,0.096,0.99016,12.6,6
white,0.24,0.026,0.99381,12.8,7
white,0.29,0.026,0.99144,12.3,6
white,0.28,0.026,0.99139,12.3,8
white,0.38,0.036,0.9919,12.4,6
white,0.28,0.03,0.99192,12.3,6
white,0.25,0.048,0.99576,9.1,5
white,0.26,0.047,0.9958,9.1,5
white,0.29,0.032,0.9951,10.6,6
white,0.19,0.042,0.99304,10.3,6
white,0.33,0.052,0.99657,9.5,5
white,0.32,0.037,0.99268,11.1,6
white,0.46,0.054,0.99392,10.8,6
white,0.19,0.028,0.99242,11.2,5
white,0.46,0.054,0.99392,10.8,6
white,0.27,0.024,0.9925,11.4,5
white,0.18,0.034,0.99092,11.2,6
white,0.15,0.037,0.99137,10.2,6
white,0.32,0.037,0.99268,11.1,6
white,0.33,0.052,0.99657,9.5,5
white,0.32,0.041,0.99642,10.2,6
white,0.23,0.051,0.9916,11,3
white,0.3,0.032,0.99458,11.5,7
white,0.14,0.036,0.99373,9.8,6
white,0.24,0.042,0.99586,10.1,6
white,0.21,0.05,0.99942,8.8,6
white,0.3,0.032,0.99458,11.5,7
white,0.3,0.031,0.9895,12.7,7
white,0.37,0.032,0.9963,9.8,6
white,0.64,0.03,0.9892,12.9,4
white,0.37,0.032,0.9963,9.8,6
white,0.3,0.031,0.9895,12.7,7
white,0.28,0.06,1.00196,8.5,5
white,0.29,0.059,0.99036,12.7,8
white,0.28,0.026,0.989,13.1,8
white,0.18,0.051,0.99947,9.1,5
white,0.32,0.034,0.9916,12.5,6
white,0.17,0.047,0.99945,9.1,6
white,0.17,0.047,0.99945,9.1,6
white,0.24,0.039,0.99375,11.2,6
white,0.32,0.034,0.9916,12.5,6
white,0.18,0.051,0.99947,9.1,5
white,0.17,0.047,0.99945,9.1,6
white,0.18,0.047,0.99946,9.1,6
white,0.29,0.044,0.99153,11.5,5
white,0.255,0.037,0.98834,12.9,7
white,0.34,0.076,0.99138,12.5,6
white,0.24,0.034,0.98928,12.3,6
white,0.24,0.041,0.99246,11.4,6
white,0.4,0.052,0.99576,9.4,5
white,0.3,0.057,0.99956,9.1,5
white,0.4,0.052,0.99576,9.4,5
white,0.17,0.04,0.99026,12,5
white,0.25,0.04,0.99174,11.1,5
white,0.27,0.035,0.99058,11.8,7
white,0.16,0.042,0.9905,11.4,6
white,0.3,0.057,0.99956,9.1,5
white,0.15,0.033,0.99192,12.1,8
white,0.34,0.057,0.99554,10.4,6
white,0.17,0.044,0.99536,9.2,6
white,0.47,0.034,0.99056,13,7
white,0.15,0.033,0.99192,12.1,8
white,0.21,0.029,0.99112,11.5,7
white,0.21,0.029,0.99112,11.5,7
white,0.24,0.047,0.99616,10,5
white,0.34,0.038,0.99266,11.1,6
white,0.54,0.033,0.98918,12.4,5
white,0.23,0.031,0.98926,12.2,6
white,0.39,0.042,0.99114,10.6,5
white,0.105,0.037,0.9912,11.1,7
white,0.32,0.027,0.98936,13.9,7
white,0.22,0.056,0.9983,9.2,6
white,0.19,0.055,0.99532,10.5,6
white,0.24,0.042,0.99189,11.3,8
white,0.17,0.04,0.99,12.9,6
white,0.3,0.035,0.98914,12.9,7
white,0.29,0.046,0.99537,9.6,5
white,0.19,0.04,0.99,12.9,6
white,0.17,0.04,0.99,12.9,6
white,0.24,0.047,0.99742,8.8,5
white,0.16,0.031,0.98884,13.2,8
white,0.22,0.056,0.9983,9.2,6
white,0.24,0.042,0.99189,11.3,8
white,0.19,0.055,0.99532,10.5,6
white,0.16,0.045,0.99284,10.5,6
white,0.3,0.038,0.99026,12.6,8
white,0.22,0.064,0.99297,9.5,6
white,0.36,0.06,0.99711,9.8,6
white,0.37,0.032,0.98934,13.4,8
white,0.31,0.037,0.9913,11.8,7
white,0.36,0.06,0.99711,9.8,6
white,0.32,0.039,0.98964,13.1,7
white,0.3,0.038,0.99026,12.6,8
white,0.22,0.047,0.992,10.4,5
white,0.45,0.033,0.98944,13.4,8
white,0.36,0.035,0.99031,13,7
white,0.37,0.032,0.98934,13.4,8
white,0.21,0.056,0.99393,10.2,7
white,0.28,0.039,0.9904,11.7,6
white,0.22,0.064,0.99297,9.5,6
white,0.2,0.036,0.99088,11.7,6
white,0.28,0.041,0.99254,11.4,8
white,0.31,0.037,0.9913,11.8,7
white,0.2,0.057,0.99158,11.2,6
white,0.28,0.036,0.99408,13,7
white,0.28,0.036,0.99408,13,7
white,0.24,0.042,0.99473,10.9,6
white,0.22,0.042,0.98998,11.6,7
white,0.24,0.038,0.99146,11.3,7
white,0.43,0.032,0.99742,12,6
white,0.3,0.052,0.99273,10.5,6
white,0.33,0.036,0.98922,13.1,7
white,0.28,0.036,0.99408,13,7
white,0.24,0.042,0.99473,10.9,6
white,0.29,0.054,0.99869,9.1,5
white,0.33,0.04,0.9896,13.4,7
white,0.16,0.029,0.99108,11.5,7
white,0.2,0.031,0.99134,11.2,7
white,0.33,0.042,0.99385,10.9,6
white,0.36,0.036,0.98936,13.5,7
white,0.29,0.054,0.99869,9.1,5
white,0.26,0.046,0.99606,9.9,6
white,0.22,0.041,0.99508,10.5,6
white,0.19,0.046,0.99038,11.7,7
white,0.21,0.043,0.99158,11,6
white,0.35,0.032,0.9932,13,6
white,0.38,0.03,0.99164,13.6,6
white,0.19,0.031,0.98987,12.3,7
white,0.33,0.044,0.98947,13.3,7
white,0.29,0.036,0.98819,13.7,7
white,0.2,0.05,0.99133,11.1,5
white,0.33,0.038,0.99143,13.4,7
white,0.23,0.048,0.99571,9.1,5
white,0.23,0.038,0.99139,11.3,7
white,0.32,0.048,0.99537,9.4,5
white,0.23,0.048,0.99571,9.1,5
white,0.36,0.028,0.99186,11.6,6
white,0.36,0.028,0.99186,11.6,6
white,0.27,0.024,0.98984,12.4,6
white,0.23,0.053,0.9963,9.8,6
white,0.75,0.036,0.99312,11.1,4
white,0.35,0.034,0.9897,13.1,7
white,0.31,0.046,0.9955,9.7,5
white,0.28,0.048,0.99528,9.2,5
white,0.23,0.036,0.99279,11.7,6
white,0.22,0.045,0.99704,10.6,6
white,0.31,0.046,0.9955,9.7,5
white,0.28,0.048,0.99528,9.2,5
white,0.24,0.032,0.9914,10.9,6
white,0.27,0.146,0.99224,10.1,5
white,0.28,0.029,0.99074,12.2,7
white,0.27,0.031,0.98892,12.7,6
white,0.28,0.024,0.98959,13,6
white,0.26,0.03,0.99212,11.2,6
white,0.23,0.036,0.99576,9.4,6
white,0.33,0.031,0.9919,11,6
white,0.33,0.031,0.9919,11,6
white,0.2,0.039,1.00037,9.2,6
white,0.23,0.036,0.99576,9.4,6
white,0.2,0.039,1.00037,9.2,6
white,0.47,0.029,0.992,12.3,6
white,0.33,0.031,0.9919,11,6
white,0.14,0.022,0.99218,10,6
white,0.22,0.044,0.99855,9,6
white,0.22,0.044,0.99855,9,6
white,0.22,0.044,0.99855,9,6
white,0.2,0.023,0.99062,11.1,6
white,0.14,0.042,0.99362,9.9,6
white,0.21,0.037,0.99324,12.2,7
white,0.2,0.023,0.99062,11.1,6
white,0.22,0.044,0.99855,9,6
white,0.34,0.031,0.99098,11.8,4
white,0.64,0.032,0.99036,12.9,6
white,0.48,0.05,0.99398,9,5
white,0.37,0.028,0.9903,12.4,6
white,0.48,0.05,0.99398,9,5
white,0.64,0.032,0.99036,12.9,6
white,0.25,0.036,0.99406,11.2,6
white,0.38,0.029,0.9906,12.6,6
white,0.26,0.031,0.99089,11.5,6
white,0.15,0.035,0.99096,11.3,7
white,0.25,0.036,0.99406,11.2,6
white,0.26,0.031,0.99089,11.5,6
white,0.655,0.033,0.9936,10.5,4
white,0.38,0.029,0.9906,12.6,6
white,0.31,0.027,0.9911,11.9,6
white,0.17,0.036,0.99396,10.1,6
white,0.18,0.027,0.99089,11,7
white,0.28,0.048,0.9968,10.6,5
white,0.23,0.035,0.99138,11.3,7
white,0.22,0.038,0.99098,11.2,4
white,0.25,0.028,0.99238,11.5,7
white,0.3,0.026,0.99244,11.1,5
white,0.26,0.023,0.99176,12.8,7
white,0.32,0.037,0.98993,12.3,6
white,0.24,0.041,0.9929,10.4,6
white,0.25,0.028,0.99238,11.5,7
white,0.24,0.032,0.98988,11.7,7
white,0.28,0.044,0.992,10.7,7
white,0.19,0.042,0.99784,9.5,6
white,0.19,0.042,0.99784,9.5,6
white,0.19,0.042,0.99784,9.5,6
white,0.19,0.037,0.99006,12,7
white,0.28,0.053,0.99211,10.8,5
white,0.28,0.043,0.99202,10.7,7
white,0.28,0.044,0.992,10.7,7
white,0.19,0.049,0.99332,10.7,7
white,0.16,0.031,0.98958,12.1,7
white,0.17,0.034,0.98939,11.9,7
white,0.19,0.042,0.99492,10.8,6
white,0.2,0.033,0.99043,12.3,7
white,0.39,0.053,0.99787,9.4,6
white,0.12,0.049,0.99654,9.9,6
white,0.295,0.039,0.99304,10.4,7
white,0.26,0.038,0.9952,10.4,6
white,0.32,0.027,0.99165,12.6,7
white,0.36,0.017,0.9892,12.5,6
white,0.35,0.056,0.99628,9.4,5
white,0.38,0.047,0.99604,9.2,5
white,0.14,0.047,0.99164,11.2,6
white,0.16,0.044,0.998,9.2,6
white,0.16,0.044,0.998,9.2,6
white,0.35,0.056,0.99628,9.4,5
white,0.14,0.047,0.99164,11.2,6
white,0.16,0.046,0.99226,10.8,6
white,0.16,0.044,0.998,9.2,6
white,0.38,0.047,0.99604,9.2,5
white,0.24,0.037,0.98914,12.5,6
white,0.32,0.041,0.99794,9.3,5
white,0.29,0.041,0.99048,11.4,5
white,0.27,0.044,0.99726,10,7
white,0.45,0.031,1.00295,10.6,6
white,0.2,0.04,0.99278,10.7,7
white,0.27,0.044,0.99726,10,7
white,0.24,0.037,0.98914,12.5,6
white,0.45,0.031,1.00295,10.6,6
white,0.36,0.029,0.99054,12.8,7
white,0.32,0.041,0.99794,9.3,5
white,0.29,0.041,0.99048,11.4,5
white,0.37,0.117,0.99459,9.5,5
white,0.38,0.117,0.99459,9.5,6
white,0.36,0.118,0.9946,9.5,6
white,0.3,0.036,0.99362,10.8,6
white,0.3,0.036,0.99362,10.8,6
white,0.21,0.045,0.99966,8.8,6
white,0.3,0.036,0.99362,10.8,6
white,0.31,0.021,0.99442,11,7
white,0.58,0.02,0.98918,12.4,6
white,0.26,0.02,0.99089,11.3,7
white,0.3,0.018,0.99474,11.2,7
white,0.29,0.014,0.99008,12.5,7
white,0.13,0.017,0.99348,10,6
white,0.19,0.047,0.99283,11,6
white,0.25,0.052,0.99398,10.5,6
white,0.25,0.052,0.99398,10.5,6
white,0.19,0.047,0.99283,11,6
white,0.24,0.046,0.9908,11.4,7
white,0.18,0.039,0.99165,11.3,6
white,0.33,0.031,0.99076,12.2,7
white,0.29,0.037,0.98942,12.6,7
white,0.31,0.032,0.99244,11.1,5
white,0.29,0.035,0.99058,12.3,6
white,0.19,0.037,0.99255,10.4,4
white,0.32,0.06,0.99916,8.8,6
white,0.085,0.036,0.99306,9.5,6
white,0.32,0.06,0.99916,8.8,6
white,0.18,0.047,0.99498,10.4,6
white,0.52,0.038,0.99,13,7
white,0.28,0.03,0.99338,12.2,7
white,0.15,0.035,0.99456,10.5,8
white,0.275,0.043,0.9926,10.8,7
white,0.53,0.036,0.98856,13.2,8
white,0.32,0.032,0.98946,13,8
white,0.22,0.049,0.99346,10,6
white,0.6,0.05,0.99268,10.4,4
white,0.26,0.034,0.98944,12.4,6
white,0.29,0.035,0.98976,12.9,8
white,0.53,0.036,0.98856,13.2,8
white,0.21,0.038,0.99523,10.5,7
white,0.32,0.032,0.98946,13,8
white,0.27,0.03,0.99402,11.2,5
white,0.37,0.029,0.98916,12.7,7
white,0.21,0.044,0.99655,9.4,6
white,0.3,0.025,0.99071,12.9,7
white,0.41,0.032,0.98889,13,8
white,0.3,0.029,0.98742,13.6,7
white,0.34,0.053,0.99336,9.1,5
white,0.25,0.049,0.992,10.4,6
white,0.3,0.029,0.98742,13.6,7
white,0.58,0.032,0.99275,12.2,6
white,0.23,0.085,1.00044,8.7,5
white,0.2,0.037,0.99444,10.5,7
white,0.15,0.044,0.99742,10.2,6
white,0.22,0.027,0.99228,12.5,8
white,0.16,0.051,0.99058,11.3,7
white,0.15,0.044,0.99742,10.2,6
white,0.31,0.028,0.99164,12.6,7
white,0.15,0.044,0.99742,10.2,6
white,0.3,0.087,0.99438,9.8,5
white,0.16,0.03,0.99402,10.8,5
white,0.21,0.04,0.99128,12.5,6
white,0.22,0.027,0.99228,12.5,8
white,0.21,0.027,0.991,11.5,7
white,0.22,0.027,0.9931,11.4,6
white,0.2,0.037,0.99444,10.5,7
white,0.31,0.028,0.99164,12.6,7
white,0.23,0.085,1.00044,8.7,5
white,0.15,0.053,0.99112,11,6
white,0.16,0.051,0.99058,11.3,7
white,0.15,0.044,0.99742,10.2,6
white,0.22,0.036,0.98961,11.6,6
white,0.3,0.087,0.99438,9.8,5
white,0.3,0.076,0.99344,10.1,5
white,0.26,0.05,0.99904,9.2,5
white,0.24,0.05,0.99884,9.1,6
white,0.24,0.05,0.99884,9.1,6
white,0.24,0.05,0.99884,9.1,6
white,0.24,0.05,0.99884,9.1,6
white,0.15,0.037,0.98949,11.7,6
white,0.34,0.041,0.99014,12.6,6
white,0.35,0.088,0.99786,9,5
white,0.31,0.039,0.99206,10.1,5
white,0.67,0.02,0.98722,13.6,5
white,0.24,0.05,0.99884,9.1,6
white,0.2,0.045,0.99666,9.2,5
white,0.28,0.049,0.99754,8.8,5
white,0.18,0.028,0.99272,10,4
white,0.35,0.036,0.99712,9.1,6
white,0.22,0.041,0.99104,11.2,5
white,0.18,0.053,0.99373,9.2,6
white,0.26,0.05,0.99904,9.2,5
white,0.3,0.038,0.9956,9.5,5
white,0.34,0.024,0.99095,11.9,7
white,0.3,0.068,0.99382,9.8,5
white,0.31,0.069,0.99382,9.8,5
white,0.265,0.036,0.99299,10.8,7
white,0.255,0.051,0.99048,11.3,6
white,0.26,0.028,0.99254,12.1,6
white,0.17,0.03,0.9902,11.3,7
white,0.265,0.036,0.99299,10.8,7
white,0.2,0.028,0.99012,13.5,7
white,0.28,0.044,0.99293,10.3,5
white,0.22,0.035,1.00022,9,6
white,0.34,0.041,0.99382,11.6,6
white,0.28,0.044,0.99293,10.3,5
white,0.19,0.029,0.98954,12.5,6
white,0.21,0.042,0.99936,8.6,5
white,0.22,0.16,0.9884,13.4,6
white,0.32,0.026,0.99144,12.7,4
white,0.21,0.167,0.99324,9.2,5
white,0.26,0.034,0.99174,10.2,6
white,0.15,0.051,0.99792,9,7
white,0.15,0.051,0.99792,9,7
white,0.15,0.051,0.99792,9,7
white,0.15,0.051,0.99792,9,7
white,0.15,0.051,0.99792,9,7
white,0.15,0.051,0.99792,9,7
white,0.15,0.051,0.99792,9,7
white,0.27,0.04,0.99043,11.9,5
white,0.22,0.07,0.99654,9,6
white,0.24,0.055,0.99758,9,5
white,0.28,0.051,0.99374,11,6
white,0.15,0.051,0.99792,9,7
white,0.17,0.039,0.99243,10,5
white,0.26,0.04,0.99216,10.7,5
white,0.27,0.042,0.99215,10.7,5
white,0.46,0.026,0.98953,13.4,8
white,0.19,0.015,0.99278,11,6
white,0.17,0.039,0.99243,10,5
white,0.26,0.04,0.99216,10.7,5
white,0.27,0.042,0.99215,10.7,5
white,0.19,0.015,0.99278,11,6
white,0.2,0.016,0.99186,11,6
white,0.17,0.028,0.99072,11.1,7
white,0.2,0.025,0.99244,10.9,5
white,0.39,0.017,0.99084,11.5,5
white,0.46,0.026,0.98953,13.4,8
white,0.4,0.033,0.99754,9.4,5
white,0.4,0.033,0.99754,9.4,5
white,0.4,0.033,0.99754,9.4,5
white,0.24,0.035,0.99567,10.6,6
white,0.4,0.033,0.99754,9.4,5
white,0.27,0.014,0.99094,12,4
white,0.27,0.042,0.99532,10.2,6
white,0.24,0.035,0.99567,10.6,6
white,0.61,0.009,0.9874,13.5,5
white,0.42,0.04,0.99794,9.7,5
white,0.33,0.018,0.99122,12.2,6
white,0.33,0.04,0.99226,12.3,5
white,0.33,0.018,0.99122,12.2,6
white,0.15,0.022,0.99099,11.4,7
white,0.32,0.022,0.99134,12.7,7
white,0.42,0.04,0.99794,9.7,5
white,0.25,0.02,0.99338,10.8,6
white,0.27,0.018,0.9938,11,6
white,0.27,0.05,0.9955,9.5,5
white,0.25,0.064,0.99776,10.1,6
white,0.19,0.027,0.98964,13.2,7
white,0.29,0.037,0.99808,8.8,5
white,0.34,0.043,0.99551,9.5,5
white,0.27,0.044,0.99548,9.5,5
white,0.26,0.047,0.99541,9.5,6
white,0.27,0.05,0.9955,9.5,5
white,0.26,0.051,0.99536,9.5,5
white,0.25,0.043,0.99524,10.4,6
white,0.32,0.049,0.9961,9.9,6
white,0.24,0.046,0.99224,10,5
white,0.25,0.064,0.99776,10.1,6
white,0.13,0.056,0.99702,9.4,6
white,0.39,0.098,0.99657,9.3,5
white,0.21,0.057,0.99176,10.9,5
white,0.3,0.042,0.99166,11.4,5
white,0.2,0.036,0.99242,10.3,5
white,0.18,0.033,0.99109,11,6
white,0.21,0.057,0.99176,10.9,5
white,0.17,0.042,0.99278,10.8,6
white,0.2,0.036,0.99242,10.3,5
white,0.18,0.033,0.99109,11,6
white,0.39,0.098,0.99657,9.3,5
white,0.21,0.041,0.99358,10.2,5
white,0.21,0.042,0.99358,10.2,6
white,0.17,0.042,0.99278,10.8,6
white,0.26,0.06,0.99705,10.5,3
